IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.66.156,2087,2087,true,SIN,Asia Pacific,Singapore,69,7.56
47.91.31.231,2052,2052,false,SIN,Asia Pacific,Singapore,149,7.56
47.74.27.94,2082,2082,false,NRT,Asia Pacific,Tokyo,74,7.56
47.74.13.94,2052,2052,false,NRT,Asia Pacific,Tokyo,99,7.56
47.245.30.65,2053,2053,true,LAX,North America,Los Angeles,271,7.56
8.209.222.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,161,7.56
8.222.144.219,8443,8443,true,SIN,Asia Pacific,Singapore,70,7.56
47.245.37.41,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.55
8.222.174.108,2053,2053,true,SIN,Asia Pacific,Singapore,86,7.55
8.217.207.60,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,7.55
47.245.59.133,8443,8443,true,NRT,Asia Pacific,Tokyo,236,7.55
8.222.137.178,2096,2096,true,SIN,Asia Pacific,Singapore,57,7.55
8.219.159.232,2087,2087,true,SIN,Asia Pacific,Singapore,94,7.55
47.245.15.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,174,7.55
47.74.54.145,2083,2083,true,NRT,Asia Pacific,Tokyo,111,7.54
47.74.9.174,2086,2086,false,HKG,Asia Pacific,Hong Kong,166,7.54
47.236.19.51,80,80,false,SIN,Asia Pacific,Singapore,21,7.54
47.245.54.98,80,80,false,NRT,Asia Pacific,Tokyo,79,7.54
8.219.65.191,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.54
47.74.12.139,80,80,false,SIN,Asia Pacific,Singapore,154,7.54
8.222.152.165,8080,8080,false,SIN,Asia Pacific,Singapore,18,7.54
8.209.222.31,2082,2082,false,NRT,Asia Pacific,Tokyo,86,7.53
47.74.5.233,2052,2052,false,SIN,Asia Pacific,Singapore,161,7.53
47.245.53.50,2087,2087,true,HKG,Asia Pacific,Hong Kong,214,7.53
47.236.161.155,2083,2083,true,SIN,Asia Pacific,Singapore,122,7.53
8.219.82.177,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.53
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,85,7.53
47.91.1.199,8880,8880,false,LAX,North America,Los Angeles,179,7.53
47.74.43.95,2096,2096,true,HKG,Asia Pacific,Hong Kong,198,7.52
47.245.57.38,8880,8880,false,HKG,Asia Pacific,Hong Kong,161,7.52
47.245.37.29,2087,2087,true,NRT,Asia Pacific,Tokyo,74,7.51
8.219.170.232,2096,2096,true,SIN,Asia Pacific,Singapore,83,7.51
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.51
47.245.39.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,215,7.51
8.222.168.24,2083,2083,true,SIN,Asia Pacific,Singapore,48,7.51
8.219.99.8,80,80,false,SIN,Asia Pacific,Singapore,23,7.50
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,2,7.50
47.245.15.236,8880,8880,false,LAX,North America,Los Angeles,180,7.50
47.245.33.158,2096,2096,true,NRT,Asia Pacific,Tokyo,188,7.50
8.218.188.129,8080,8080,false,SIN,Asia Pacific,Singapore,70,7.50
47.245.58.175,8880,8880,false,SIN,Asia Pacific,Singapore,157,7.50
8.219.110.88,2052,2052,false,SIN,Asia Pacific,Singapore,17,7.50
8.209.255.195,2095,2095,false,HKG,Asia Pacific,Hong Kong,168,7.50
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,55,7.50
47.245.37.37,8080,8080,false,SIN,Asia Pacific,Singapore,268,7.49
47.74.5.150,2087,2087,true,NRT,Asia Pacific,Tokyo,110,7.49
47.74.10.135,2095,2095,false,SIN,Asia Pacific,Singapore,162,7.49
47.245.57.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,267,7.49
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,72,7.49
8.222.137.192,2087,2087,true,SIN,Asia Pacific,Singapore,16,7.48
8.222.169.182,2096,2096,true,SIN,Asia Pacific,Singapore,84,7.48
47.245.33.163,8443,8443,true,NRT,Asia Pacific,Tokyo,110,7.48
47.74.0.183,2083,2083,true,NRT,Asia Pacific,Tokyo,193,7.48
8.222.168.234,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.48
47.74.22.171,2053,2053,true,NRT,Asia Pacific,Tokyo,174,7.48
8.217.193.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,107,7.47
47.91.16.214,80,0,false,LAX,North America,Los Angeles,183,7.47
47.245.15.207,2082,2082,false,SIN,Asia Pacific,Singapore,156,7.47
8.209.243.137,2086,2086,false,HKG,Asia Pacific,Hong Kong,169,7.47
8.222.128.131,2096,2096,true,SIN,Asia Pacific,Singapore,153,7.47
47.245.58.175,2053,2053,true,SIN,Asia Pacific,Singapore,302,7.47
8.222.154.50,2086,2086,false,SIN,Asia Pacific,Singapore,28,7.47
47.245.84.155,2082,2082,false,SIN,Asia Pacific,Singapore,35,7.47
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,71,7.46
47.245.56.50,2087,2087,true,LAX,North America,Los Angeles,180,7.46
47.245.40.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,316,7.46
8.222.211.124,2086,2086,false,SIN,Asia Pacific,Singapore,25,7.46
47.91.3.135,2087,2087,true,SIN,Asia Pacific,Singapore,187,7.46
47.74.11.9,8880,8880,false,SIN,Asia Pacific,Singapore,160,7.45
47.91.22.115,2096,2096,true,NRT,Asia Pacific,Tokyo,103,7.45
8.222.224.162,8080,8080,false,SIN,Asia Pacific,Singapore,33,7.44
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,12,7.44
8.219.104.242,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.44
8.222.169.182,2087,2087,true,SIN,Asia Pacific,Singapore,55,7.44
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,40,7.44
47.91.10.228,2095,2095,false,SIN,Asia Pacific,Singapore,167,7.44
47.91.3.112,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.44
47.245.59.133,2087,2087,true,SIN,Asia Pacific,Singapore,210,7.43
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,97,7.43
47.245.10.156,8880,8880,false,NRT,Asia Pacific,Tokyo,74,7.43
47.74.26.196,2082,2082,false,HKG,Asia Pacific,Hong Kong,175,7.43
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,4,7.43
8.222.130.137,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.43
47.245.33.56,8880,8880,false,NRT,Asia Pacific,Tokyo,78,7.42
47.91.21.127,80,80,false,NRT,Asia Pacific,Tokyo,73,7.42
47.245.8.156,2086,2086,false,NRT,Asia Pacific,Tokyo,89,7.42
47.245.56.50,80,80,false,NRT,Asia Pacific,Tokyo,76,7.42
47.74.15.120,2087,2087,true,SIN,Asia Pacific,Singapore,276,7.42
47.245.6.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,211,7.42
8.219.60.130,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.42
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.42
47.245.41.84,2082,2082,false,NRT,Asia Pacific,Tokyo,74,7.41
47.245.59.133,2082,2082,false,SIN,Asia Pacific,Singapore,157,7.41
8.222.227.191,80,80,false,SIN,Asia Pacific,Singapore,12,7.41
8.219.13.143,2082,2082,false,SIN,Asia Pacific,Singapore,7,7.41
8.219.137.50,2083,2083,true,SIN,Asia Pacific,Singapore,73,7.41
47.245.58.175,8443,8443,true,SIN,Asia Pacific,Singapore,245,7.40
8.219.66.156,8080,8080,false,SIN,Asia Pacific,Singapore,17,7.40
8.209.255.195,2096,2096,true,HKG,Asia Pacific,Hong Kong,199,7.40
8.219.142.191,2087,2087,true,SIN,Asia Pacific,Singapore,96,7.39
8.222.168.24,2086,2086,false,SIN,Asia Pacific,Singapore,25,7.39
47.245.37.94,8880,8880,false,SIN,Asia Pacific,Singapore,161,7.39
8.222.160.61,2052,2052,false,SIN,Asia Pacific,Singapore,37,7.39
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,63,7.39
47.245.29.126,2053,2053,true,LAX,North America,Los Angeles,274,7.39
47.245.54.197,2082,2082,false,SIN,Asia Pacific,Singapore,164,7.39
47.245.107.174,8080,8080,false,SIN,Asia Pacific,Singapore,6,7.39
47.245.56.50,2053,2053,true,HKG,Asia Pacific,Hong Kong,198,7.39
8.217.147.230,2083,2083,true,SIN,Asia Pacific,Singapore,109,7.38
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,119,7.38
47.245.56.207,2053,2053,true,SIN,Asia Pacific,Singapore,265,7.38
8.219.97.179,80,80,false,SIN,Asia Pacific,Singapore,4,7.37
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,75,7.37
47.245.4.219,8080,8080,false,SIN,Asia Pacific,Singapore,156,7.37
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,3,7.37
47.245.42.162,8880,8880,false,SIN,Asia Pacific,Singapore,159,7.37
8.219.134.117,8443,8443,true,SIN,Asia Pacific,Singapore,27,7.37
47.245.10.123,8880,8880,false,NRT,Asia Pacific,Tokyo,75,7.37
8.222.202.163,2087,2087,true,SIN,Asia Pacific,Singapore,114,7.36
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,27,7.36
8.222.164.44,8880,8880,false,SIN,Asia Pacific,Singapore,16,7.36
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,13,7.36
47.245.13.123,2083,2083,true,HKG,Asia Pacific,Hong Kong,312,7.36
47.74.16.255,2082,2082,false,NRT,Asia Pacific,Tokyo,88,7.36
47.236.83.196,8080,8080,false,SIN,Asia Pacific,Singapore,39,7.36
47.243.86.79,8443,8443,true,SIN,Asia Pacific,Singapore,73,7.36
47.74.5.99,2082,2082,false,LAX,North America,Los Angeles,177,7.35
47.245.55.99,2053,2053,true,NRT,Asia Pacific,Tokyo,177,7.35
8.222.140.87,2095,2095,false,SIN,Asia Pacific,Singapore,25,7.35
47.236.103.153,80,80,false,SIN,Asia Pacific,Singapore,22,7.35
47.245.10.77,8443,8443,true,LAX,North America,Los Angeles,304,7.35
8.222.255.15,8443,8443,true,SIN,Asia Pacific,Singapore,149,7.35
47.245.59.188,2082,2082,false,NRT,Asia Pacific,Tokyo,82,7.35
47.245.33.158,2053,2053,true,NRT,Asia Pacific,Tokyo,145,7.35
47.74.27.94,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.35
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,7.35
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,7.34
47.74.39.194,8443,8443,true,LAX,North America,Los Angeles,193,7.34
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,74,7.34
47.245.57.109,8880,8880,false,SIN,Asia Pacific,Singapore,154,7.34
47.245.30.144,2053,2053,true,NRT,Asia Pacific,Tokyo,202,7.34
47.74.12.139,2082,2082,false,HKG,Asia Pacific,Hong Kong,176,7.33
8.219.82.177,2083,2083,true,SIN,Asia Pacific,Singapore,109,7.33
47.74.23.99,2095,2095,false,SIN,Asia Pacific,Singapore,152,7.33
47.91.29.108,2053,2053,true,NRT,Asia Pacific,Tokyo,164,7.33
47.91.21.149,2086,2086,false,SIN,Asia Pacific,Singapore,154,7.33
47.74.11.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,177,7.33
8.219.70.117,8443,8443,true,SIN,Asia Pacific,Singapore,57,7.32
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,52,7.32
8.219.65.191,80,80,false,SIN,Asia Pacific,Singapore,4,7.32
8.217.251.62,2096,2096,true,SIN,Asia Pacific,Singapore,118,7.32
47.74.11.251,8080,8080,false,HKG,Asia Pacific,Hong Kong,165,7.32
47.74.12.139,2083,2083,true,SIN,Asia Pacific,Singapore,313,7.32
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.32
47.74.9.174,8080,8080,false,LAX,North America,Los Angeles,176,7.32
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,134,7.32
47.74.27.151,2095,2095,false,LAX,North America,Los Angeles,179,7.32
8.222.219.252,2096,2096,true,SIN,Asia Pacific,Singapore,108,7.31
47.245.11.108,2053,2053,true,NRT,Asia Pacific,Tokyo,106,7.31
47.245.55.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,170,7.31
8.218.146.204,2096,0,true,SIN,Asia Pacific,Singapore,82,7.31
8.222.221.109,2087,2087,true,SIN,Asia Pacific,Singapore,104,7.30
47.245.52.165,8880,8880,false,SIN,Asia Pacific,Singapore,163,7.30
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,70,7.30
47.243.70.197,8443,8443,true,SIN,Asia Pacific,Singapore,96,7.30
47.245.31.0,2086,2086,false,HKG,Asia Pacific,Hong Kong,170,7.29
47.245.56.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,180,7.29
8.219.170.180,2083,2083,true,SIN,Asia Pacific,Singapore,105,7.29
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,94,7.29
8.219.112.75,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.28
47.236.150.109,2095,2095,false,SIN,Asia Pacific,Singapore,26,7.28
8.222.131.102,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.28
8.222.221.197,80,80,false,SIN,Asia Pacific,Singapore,26,7.28
47.245.38.233,8880,8880,false,SIN,Asia Pacific,Singapore,158,7.27
47.74.42.111,8080,8080,false,NRT,Asia Pacific,Tokyo,73,7.27
47.245.42.162,2053,2053,true,LAX,North America,Los Angeles,498,7.27
8.209.214.157,2083,2083,true,NRT,Asia Pacific,Tokyo,102,7.27
47.245.39.28,8880,8880,false,NRT,Asia Pacific,Tokyo,81,7.27
47.245.9.228,2095,2095,false,LAX,North America,Los Angeles,183,7.27
47.74.52.188,80,80,false,NRT,Asia Pacific,Tokyo,85,7.27
8.210.250.120,2052,2052,false,SIN,Asia Pacific,Singapore,70,7.27
8.219.101.138,443,443,true,SIN,Asia Pacific,Singapore,62,7.27
47.245.55.235,8880,8880,false,NRT,Asia Pacific,Tokyo,88,7.27
47.74.45.143,2096,2096,true,SIN,Asia Pacific,Singapore,387,7.26
8.219.167.65,8080,8080,false,SIN,Asia Pacific,Singapore,7,7.26
47.245.56.121,80,80,false,SIN,Asia Pacific,Singapore,154,7.26
8.210.245.224,80,80,false,SIN,Asia Pacific,Singapore,95,7.26
47.245.37.29,8080,8080,false,NRT,Asia Pacific,Tokyo,73,7.26
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.26
8.222.137.192,2096,2096,true,SIN,Asia Pacific,Singapore,104,7.26
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,14,7.25
47.91.25.66,2087,2087,true,HKG,Asia Pacific,Hong Kong,219,7.25
47.74.22.171,2083,2083,true,LAX,North America,Los Angeles,266,7.25
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,79,7.25
8.222.214.13,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.25
47.91.10.241,8880,8880,false,SIN,Asia Pacific,Singapore,152,7.25
47.245.56.207,2053,2053,true,SIN,Asia Pacific,Singapore,207,7.25
47.74.7.51,2095,2095,false,NRT,Asia Pacific,Tokyo,88,7.24
47.245.15.236,2053,2053,true,NRT,Asia Pacific,Tokyo,259,7.24
8.209.248.161,8443,8443,true,LAX,North America,Los Angeles,248,7.23
47.236.75.113,2087,2087,true,SIN,Asia Pacific,Singapore,96,7.23
47.91.3.112,8080,8080,false,HKG,Asia Pacific,Hong Kong,153,7.23
47.245.102.156,80,80,false,SIN,Asia Pacific,Singapore,6,7.23
47.245.53.50,2052,2052,false,SIN,Asia Pacific,Singapore,165,7.23
47.245.12.38,2082,2082,false,LAX,North America,Los Angeles,194,7.23
47.245.52.240,2052,2052,false,SIN,Asia Pacific,Singapore,161,7.22
47.91.21.107,2087,2087,true,HKG,Asia Pacific,Hong Kong,173,7.22
47.236.4.129,2052,2052,false,SIN,Asia Pacific,Singapore,20,7.22
47.236.144.48,2087,2087,true,SIN,Asia Pacific,Singapore,65,7.22
8.218.11.90,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,7.21
8.218.207.169,8880,8880,false,SIN,Asia Pacific,Singapore,76,7.21
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,7.21
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,69,7.21
8.219.178.101,8443,8443,true,SIN,Asia Pacific,Singapore,61,7.21
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,7.21
8.217.149.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,7.20
47.245.40.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,160,7.20
47.91.31.231,2083,2083,true,LAX,North America,Los Angeles,203,7.20
47.245.4.143,2087,2087,true,LAX,North America,Los Angeles,272,7.19
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,70,7.19
47.245.12.38,80,80,false,HKG,Asia Pacific,Hong Kong,168,7.19
47.245.14.160,2052,2052,false,NRT,Asia Pacific,Tokyo,80,7.19
8.222.144.219,2083,2083,true,SIN,Asia Pacific,Singapore,52,7.19
8.222.221.86,2086,2086,false,SIN,Asia Pacific,Singapore,13,7.19
47.74.27.94,80,80,false,HKG,Asia Pacific,Hong Kong,196,7.18
8.219.65.191,2052,2052,false,SIN,Asia Pacific,Singapore,5,7.18
47.74.4.47,2083,2083,true,SIN,Asia Pacific,Singapore,146,7.18
8.222.159.252,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.18
8.219.13.143,2083,2083,true,SIN,Asia Pacific,Singapore,147,7.18
8.209.255.195,2053,2053,true,HKG,Asia Pacific,Hong Kong,180,7.18
47.91.2.165,2086,2086,false,NRT,Asia Pacific,Tokyo,77,7.18
8.222.224.17,2053,2053,true,SIN,Asia Pacific,Singapore,159,7.18
47.245.115.6,2053,2053,true,SIN,Asia Pacific,Singapore,61,7.18
8.222.145.110,2095,2095,false,SIN,Asia Pacific,Singapore,27,7.17
47.245.37.98,2053,2053,true,HKG,Asia Pacific,Hong Kong,182,7.17
47.91.14.69,2052,2052,false,SIN,Asia Pacific,Singapore,156,7.17
8.222.160.61,2052,2052,false,SIN,Asia Pacific,Singapore,7,7.17
47.245.55.94,8080,8080,false,SIN,Asia Pacific,Singapore,155,7.17
47.74.11.219,2052,2052,false,NRT,Asia Pacific,Tokyo,81,7.17
47.245.41.69,8443,8443,true,LAX,North America,Los Angeles,361,7.17
47.245.29.162,8880,8880,false,HKG,Asia Pacific,Hong Kong,171,7.17
8.210.151.69,2083,2083,true,SIN,Asia Pacific,Singapore,158,7.17
8.222.164.209,2053,2053,true,SIN,Asia Pacific,Singapore,108,7.16
47.74.45.143,80,80,false,SIN,Asia Pacific,Singapore,152,7.16
8.219.55.31,8080,8080,false,SIN,Asia Pacific,Singapore,17,7.16
47.245.62.84,2083,2083,true,LAX,North America,Los Angeles,220,7.16
8.222.229.102,2083,2083,true,SIN,Asia Pacific,Singapore,98,7.16
47.245.37.37,2052,2052,false,SIN,Asia Pacific,Singapore,156,7.16
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,45,7.16
8.219.101.138,2082,2082,false,SIN,Asia Pacific,Singapore,8,7.16
8.210.156.6,8443,8443,true,HKG,Asia Pacific,Hong Kong,126,7.15
8.219.66.156,2053,2053,true,SIN,Asia Pacific,Singapore,66,7.15
47.74.9.174,2083,2083,true,NRT,Asia Pacific,Tokyo,186,7.15
47.236.94.113,2087,2087,true,SIN,Asia Pacific,Singapore,139,7.15
8.222.182.10,8443,8443,true,SIN,Asia Pacific,Singapore,77,7.15
8.219.77.222,8443,8443,true,SIN,Asia Pacific,Singapore,72,7.14
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.14
47.74.15.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,189,7.14
47.245.52.240,2096,2096,true,SIN,Asia Pacific,Singapore,210,7.14
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.14
47.245.34.140,2086,2086,false,LAX,North America,Los Angeles,187,7.14
47.236.144.196,2087,2087,true,SIN,Asia Pacific,Singapore,67,7.14
8.217.85.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,7.13
8.222.180.242,8443,8443,true,SIN,Asia Pacific,Singapore,104,7.13
47.245.42.162,2052,2052,false,SIN,Asia Pacific,Singapore,166,7.13
8.222.137.166,80,80,false,SIN,Asia Pacific,Singapore,16,7.13
47.245.39.28,2052,2052,false,NRT,Asia Pacific,Tokyo,179,7.13
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,7.13
47.236.94.109,2096,2096,true,SIN,Asia Pacific,Singapore,129,7.13
47.245.8.185,2096,2096,true,SIN,Asia Pacific,Singapore,205,7.12
8.222.159.252,8080,8080,false,SIN,Asia Pacific,Singapore,10,7.12
47.236.87.206,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.12
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.12
47.245.57.38,2086,2086,false,HKG,Asia Pacific,Hong Kong,158,7.11
47.236.7.206,2083,2083,true,SIN,Asia Pacific,Singapore,97,7.11
47.245.30.144,8880,8880,false,NRT,Asia Pacific,Tokyo,95,7.11
47.245.11.118,2086,2086,false,LAX,North America,Los Angeles,179,7.11
47.245.29.162,2052,2052,false,HKG,Asia Pacific,Hong Kong,174,7.11
8.222.129.245,8443,8443,true,SIN,Asia Pacific,Singapore,65,7.10
47.91.29.108,8880,8880,false,LAX,North America,Los Angeles,183,7.10
47.236.150.109,2083,2083,true,SIN,Asia Pacific,Singapore,67,7.10
8.219.115.215,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.10
8.219.40.255,2086,2086,false,SIN,Asia Pacific,Singapore,24,7.10
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,7,7.10
47.245.14.12,2095,2095,false,SIN,Asia Pacific,Singapore,155,7.10
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,109,7.10
47.91.10.228,8080,8080,false,LAX,North America,Los Angeles,188,7.09
47.245.54.140,2052,2052,false,SIN,Asia Pacific,Singapore,161,7.09
47.74.26.131,80,80,false,NRT,Asia Pacific,Tokyo,73,7.09
8.222.136.196,2086,2086,false,SIN,Asia Pacific,Singapore,16,7.09
47.245.56.50,8443,8443,true,SIN,Asia Pacific,Singapore,263,7.09
8.222.212.219,8880,8880,false,SIN,Asia Pacific,Singapore,15,7.08
47.74.27.94,2052,2052,false,SIN,Asia Pacific,Singapore,157,7.08
47.245.59.243,2083,2083,true,NRT,Asia Pacific,Tokyo,233,7.08
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,61,7.08
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,57,7.08
47.245.34.36,2096,2096,true,NRT,Asia Pacific,Tokyo,79,7.08
8.222.138.164,8080,8080,false,SIN,Asia Pacific,Singapore,45,7.08
47.245.58.175,2052,2052,false,SIN,Asia Pacific,Singapore,156,7.07
47.74.14.85,2083,0,true,SIN,Asia Pacific,Singapore,172,7.07
47.236.121.7,2052,2052,false,SIN,Asia Pacific,Singapore,19,7.07
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,7.07
8.222.210.182,8443,8443,true,SIN,Asia Pacific,Singapore,79,7.07
47.74.40.13,8443,8443,true,NRT,Asia Pacific,Tokyo,102,7.06
47.91.16.198,80,80,false,SIN,Asia Pacific,Singapore,159,7.06
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,7.06
47.243.70.197,2086,2086,false,SIN,Asia Pacific,Singapore,82,7.06
47.74.34.162,2095,2095,false,LAX,North America,Los Angeles,177,7.06
8.222.138.164,2052,2052,false,SIN,Asia Pacific,Singapore,23,7.06
47.74.12.139,2095,2095,false,SIN,Asia Pacific,Singapore,162,7.06
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,97,7.06
47.245.10.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,171,7.05
47.74.5.150,2095,2095,false,SIN,Asia Pacific,Singapore,153,7.05
47.245.56.29,8443,8443,true,NRT,Asia Pacific,Tokyo,101,7.05
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,114,7.05
47.245.11.108,2052,2052,false,LAX,North America,Los Angeles,180,7.05
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,7.04
47.245.29.234,2082,2082,false,HKG,Asia Pacific,Hong Kong,171,7.04
47.245.33.158,2086,2086,false,NRT,Asia Pacific,Tokyo,89,7.04
47.91.16.198,8880,8880,false,LAX,North America,Los Angeles,182,7.04
47.74.11.9,2052,2052,false,NRT,Asia Pacific,Tokyo,89,7.04
47.74.34.73,2096,2096,true,NRT,Asia Pacific,Tokyo,70,7.04
47.245.57.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,208,7.04
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,56,7.04
47.245.41.169,2087,2087,true,SIN,Asia Pacific,Singapore,223,7.03
8.219.70.117,2053,2053,true,SIN,Asia Pacific,Singapore,83,7.03
47.74.41.41,2086,2086,false,SIN,Asia Pacific,Singapore,160,7.03
47.245.54.140,2082,2082,false,SIN,Asia Pacific,Singapore,292,7.03
47.74.13.239,80,80,false,NRT,Asia Pacific,Tokyo,80,7.03
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,25,7.03
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,7.03
47.243.70.197,443,443,true,SIN,Asia Pacific,Singapore,90,7.03
47.236.125.62,2053,2053,true,SIN,Asia Pacific,Singapore,40,7.03
47.236.15.73,2052,2052,false,SIN,Asia Pacific,Singapore,27,7.02
47.245.56.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,166,7.02
47.245.102.156,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.02
8.209.243.99,8443,8443,true,NRT,Asia Pacific,Tokyo,93,7.02
8.222.168.24,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.02
8.219.121.87,8080,8080,false,SIN,Asia Pacific,Singapore,9,7.01
47.245.39.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,163,7.01
8.219.159.232,80,80,false,SIN,Asia Pacific,Singapore,9,7.01
47.245.4.22,2083,2083,true,HKG,Asia Pacific,Hong Kong,417,7.00
47.245.89.102,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.00
8.219.73.21,80,80,false,SIN,Asia Pacific,Singapore,5,7.00
47.74.16.255,8443,8443,true,NRT,Asia Pacific,Tokyo,118,7.00
47.245.14.216,2087,2087,true,SIN,Asia Pacific,Singapore,240,7.00
8.209.215.247,80,80,false,NRT,Asia Pacific,Tokyo,78,6.99
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,63,6.99
47.245.40.161,2087,2087,true,NRT,Asia Pacific,Tokyo,145,6.99
8.222.137.178,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.99
47.245.15.236,8080,8080,false,HKG,Asia Pacific,Hong Kong,173,6.99
8.219.72.51,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.98
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.98
47.74.9.174,2086,2086,false,SIN,Asia Pacific,Singapore,162,6.98
47.245.33.163,2082,2082,false,NRT,Asia Pacific,Tokyo,209,6.98
47.245.4.143,2083,2083,true,LAX,North America,Los Angeles,283,6.98
47.91.19.249,2083,2083,true,NRT,Asia Pacific,Tokyo,111,6.98
